,plume_id,scene_id,plume_latitude,plume_longitude,gas,cmf_type,pixres,ime,fetch,sum_pix,ime_div_fetch_avg,ime_div_fetch_std,dynamic_masks_ime_avg,dynamic_masks_ime_std,crop,percentile,threshold,aspect_ratio,radial_fetch,hull_dist_fetch,RMSD_ime_div_fetch,MAD_ime_div_fetch,aspect_ratio_flag,background_std,sigma_ime_masking,datetime,wind_source,wind_speed_avg,wind_speed_std,wind_direction_avg,wind_direction_std,emission_auto,emission_uncertainty_auto
10,GAO20210513t141020p0000-6,GAO20210513t141020p0000,39.8592,-80.4002,ch4,mfa,5.0,44.92405625172751,270.0,962.0,0.257313299454225,0.0209457003649617,44.806289235308505,2.9972533950921063,150.0,76.0,1119.0439843750005,0.0560367233760646,190.0,270.0,0.0273918064220595,0.0189339901818968,False,0.0543133481610723,1.7824049172122454,2021-05-13 14:10:20+00:00,hrrr,2.158203125,0.4095698933742491,25.42746352627179,22.85461373632049,1837.046625918709,378.3896719698415
11,GAO20210513t141020p0000-A,GAO20210513t141020p0000,39.8980777,-80.43252948,ch4,mfa,5.0,4.359937155778066,150.0,264.0,0.0381942536668408,0.0083028181199053,4.365899447453361,0.113357672691322,275.0,83.0,458.5352758789063,0.1104346949781306,115.0,150.0,0.0081213005778014,0.0006488537193299,False,0.0543133481610723,0.0791375663343974,2021-05-13 14:10:20+00:00,hrrr,2.0084635416666665,0.4386620000805519,21.770077325235214,25.0245486608584,274.1251248418886,60.054312319625424
12,GAO20210513t142329p0000-1,GAO20210513t142329p0000,40.113784,-80.382594,ch4,mfa,5.0,5.532007260284422,165.0,278.0,0.0604957603086167,0.0187042109806972,5.500128205985238,0.5916233262689763,700.0,90.0,613.5994384765626,0.1171138172381273,125.0,165.0,0.0210243885081793,0.0132358428216922,False,0.0514025639097997,0.1015788129843133,2021-05-13 14:23:29+00:00,hrrr,1.869140625,0.588343584153276,12.183606331870678,3.721355966545989,297.79486583018576,129.30043935612906
13,GAO20210513t142329p0000-2,GAO20210513t142329p0000,40.0963,-80.3971,ch4,mfa,5.0,12.101584529615128,225.0,406.0,0.1092711862965267,0.0328674070329781,12.127824607862486,1.0048579235439166,350.0,86.0,795.62037109375,0.1107005175085922,155.0,225.0,0.0420283789284625,0.027910736845143,False,0.0514025639097997,0.5171079460955004,2021-05-13 14:23:29+00:00,hrrr,1.9482421875,0.548169157887581,12.583452956185589,5.039727922922253,547.590600376108,249.1170702102886
14,GAO20210513t142329p0000-3,GAO20210513t142329p0000,39.8592,-80.4,ch4,mfa,5.0,87.31149114061627,285.0,1772.0,0.3079985411640568,0.0711613208464119,87.35912994544574,13.13545702626334,325.0,85.0,1333.8697937011716,0.0321670428893905,285.0,360.0,0.0712481395201243,0.0021522759301668,False,0.0514025639097997,4.542032663393589,2021-05-13 14:23:29+00:00,hrrr,2.158203125,0.4095698933742491,25.42746352627179,22.85461373632049,2380.2433645653205,452.0166813943106
15,GAO20210513t143909p0000-1,GAO20210513t143909p0000,40.113869,-80.382433,ch4,mfa,5.0,18.233574992705748,285.0,734.0,0.0746847611790119,0.0065712933970793,18.264960786792663,0.2958309156813211,200.0,80.0,434.2723571777344,0.0776566757493188,265.0,290.0,0.0082519650987585,0.005304956993215,False,0.0493628190707461,0.1063825047160641,2021-05-13 14:39:09+00:00,hrrr,2.479817708333333,0.7610044950758226,18.649248558108702,12.28347260547782,614.2543084954264,194.3601004272005
16,GAO20210513t143909p0000-3,GAO20210513t143909p0000,39.964346,-80.36317,ch4,mfa,5.0,106.01112075605118,285.0,1727.0,0.5325977684646547,0.1700217593695182,105.44185552476824,16.289170921074465,125.0,74.0,1327.8736352539063,0.0330052113491603,285.0,350.0,0.2047986826760993,0.1399201010002052,False,0.0493628190707461,4.389968923084389,2021-05-13 14:39:09+00:00,hrrr,2.78125,0.5502500023663487,12.576714380038398,8.629158739810768,3724.338058140219,1582.9036399179145
17,GAO20210513t145258p0000-3,GAO20210513t145258p0000,40.034756,-80.32719,ch4,mfa,5.0,68.33448146728514,285.0,1445.0,0.3289310146518899,0.1040693914741057,67.21408921747316,9.813938089876617,100.0,72.0,1114.9505810546875,0.0394463667820069,285.0,335.0,0.1187351970642696,0.0762839081707073,False,0.0489405017544497,1.7058081249311587,2021-05-13 14:52:58+00:00,hrrr,2.541015625,0.6266518697953185,16.14218482235148,9.838400515306803,2193.3345490691936,882.9119005430061
18,GAO20210513t145258p0000-4,GAO20210513t145258p0000,40.023348,-80.320088,ch4,mfa,5.0,13.078890685751778,155.0,395.0,0.1900994720182214,0.0680416957473216,13.448508306179995,3.916162600304301,300.0,84.0,450.8982836914062,0.0779894774721486,120.0,155.0,0.08824077600492,0.0683901875922108,False,0.0489405017544497,0.6445446456638532,2021-05-13 14:52:58+00:00,hrrr,2.541015625,0.6266518697953185,16.14218482235148,9.838400515306803,997.0099677048672,672.1930129049158
19,GAO20210513t145258p0000-5,GAO20210513t145258p0000,39.973745,-80.325062,ch4,mfa,5.0,14.37969702644348,200.0,332.0,0.2161934154004505,0.0559786978037714,15.100452702025342,1.6391635420668338,450.0,88.0,905.066103515625,0.1176242421070279,100.0,200.0,0.0858699935607232,0.0674950675588393,False,0.0489405017544497,0.5887552537669765,2021-05-13 14:52:58+00:00,hrrr,2.6979166666666665,0.5340415067634543,14.747704063498222,8.959192932218187,1396.628073693323,711.4553434225124
20,GAO20210513t150800p0000-2,GAO20210513t150800p0000,40.095272,-80.298046,ch4,mfa,5.0,19.419001903182437,185.0,487.0,0.2096241073946283,0.0637649799743979,19.35933434279969,1.8972124853779249,100.0,72.0,810.810869140625,0.0759753593429158,110.0,185.0,0.0696909172241347,0.0273418554925022,False,0.0459022783742871,0.9457197536693416,2021-05-13 15:08:00+00:00,hrrr,2.494140625,0.7247137798212204,19.027055395314004,9.404032281654136,1585.1036141567877,521.921805807573
21,GAO20210513t150800p0000-3,GAO20210513t150800p0000,40.061149,-80.314838,ch4,mfa,5.0,7.37552765505399,220.0,396.0,0.0641338473312763,0.0183748849357814,7.126726072675763,1.4171007839369516,450.0,88.0,640.1962524414063,0.1096378451822849,180.0,220.0,0.0259208418602623,0.0206595980472303,False,0.0459022783742871,0.4043104894553744,2021-05-13 15:08:00+00:00,hrrr,2.482421875,0.6826164889570818,17.424973432884258,10.198384432331611,366.1834238114696,210.30211984494133
22,GAO20210513t150800p0000-4,GAO20210513t150800p0000,40.0234,-80.32,ch4,mfa,5.0,7.337824038566861,170.0,271.0,0.072249920305977,0.0238403930935719,7.758166457600201,0.8011809686424971,325.0,85.0,461.540493774414,0.1240423344204546,155.0,170.0,0.0283676491292609,0.0209573905359379,False,0.0459022783742871,0.1467352574763752,2021-05-13 15:08:00+00:00,hrrr,2.541015625,0.6266518697953185,16.14218482235148,9.838400515306803,433.05736727610577,219.45156908249947
23,GAO20210513t150800p0000-5,GAO20210513t150800p0000,39.973272,-80.324468,ch4,mfa,5.0,18.294039258969164,245.0,858.0,0.1276454268729984,0.019326292813379,18.215449634909664,2.84896229494288,125.0,74.0,603.6753491210937,0.0569666639153843,185.0,240.0,0.0314717263602943,0.0264129739918546,False,0.0459022783742871,0.7952642862323164,2021-05-13 15:08:00+00:00,hrrr,2.6979166666666665,0.5340415067634543,14.747704063498222,8.959192932218187,960.4370610958812,319.3027911682412
24,GAO20210513t150800p0000-6,GAO20210513t150800p0000,39.953897,-80.307549,ch4,mfa,5.0,13.371738125792906,180.0,486.0,0.1332407716415673,0.0290079592214098,13.39113365747492,1.4360201969706212,100.0,72.0,834.4155493164062,0.0729800323085111,150.0,180.0,0.0492922680166185,0.0409490797256887,False,0.0459022783742871,0.3784736800383085,2021-05-13 15:08:00+00:00,hrrr,2.565755208333333,0.4967656962344473,15.319323414095177,8.885034291955966,823.4065617773414,410.4600787459916
25,GAO20210513t150800p0000-8,GAO20210513t150800p0000,39.845823,-80.297769,ch4,mfa,5.0,11.930082398049487,140.0,360.0,0.1879454255386221,0.0425137928499414,12.02205723368372,1.0308089668571023,925.0,91.0,726.3036334228516,0.0758185781330899,85.0,140.0,0.0589942674357901,0.0432919953837774,False,0.0459022783742871,0.3329613787846783,2021-05-13 15:08:00+00:00,hrrr,2.6236979166666665,0.3217002353051661,11.425173180637548,8.567379460087096,1325.6865458861976,440.0294574242215
26,GAO20210513t150800p0000-A,GAO20210513t150800p0000,39.81536493,-80.28378225,ch4,mfa,5.0,4.290398343465327,185.0,214.0,0.035289596189927,0.0084012861833413,4.546264474479479,0.8563544590620505,325.0,85.0,739.8440582275391,0.1688720654167537,175.0,185.0,0.012038164862445,0.0096337037988567,False,0.0459022783742871,0.2347623538415413,2021-05-13 15:08:00+00:00,hrrr,2.8125,0.2899979584720705,8.011891312803613,7.986489565054565,248.2301898719225,100.84346940307528
27,GAO20210513t150800p0000-B,GAO20210513t150800p0000,40.03499379,-80.32681867,ch4,mfa,5.0,18.33695462999888,135.0,234.0,0.2518022576608458,0.0343677108720855,18.281878383082795,0.3109115330465292,750.0,90.0,468.1101440429688,0.1121743995590315,90.0,130.0,0.0564493848247261,0.0454104895131923,False,0.0459022783742871,0.1665779882784455,2021-05-13 15:08:00+00:00,hrrr,2.541015625,0.6266518697953185,16.14218482235148,9.838400515306803,1863.7795291897305,619.5333369918709
28,GAO20210513t152129p0000-2,GAO20210513t152129p0000,40.095326,-80.297701,ch4,mfa,5.0,18.51845604413713,285.0,923.0,0.1084670923035221,0.0508584738679627,16.411064754446574,3.4229525509110306,700.0,90.0,514.1575744628908,0.0617551462621885,285.0,320.0,0.0558583784877103,0.0364815221879377,False,0.0457455336879196,0.5394609316577725,2021-05-13 15:21:29+00:00,hrrr,2.494140625,0.7247137798212204,19.027055395314004,9.404032281654136,583.4227393510638,368.83108851350073
29,GAO20210513t152129p0000-3,GAO20210513t152129p0000,40.021496,-80.273984,ch4,mfa,5.0,38.1150976576042,285.0,872.0,0.249335986050987,0.0888673936515152,37.834786687123504,4.7517231842828265,100.0,72.0,958.5927124023438,0.0653669724770642,270.0,305.0,0.1252907729640082,0.0973134532899687,False,0.0457455336879196,0.724329579623872,2021-05-13 15:21:29+00:00,hrrr,2.427083333333333,0.6161283050391365,17.33214952125994,9.326394512372742,1233.4469103085803,906.0972179586292
30,GAO20210513t152129p0000-6,GAO20210513t152129p0000,39.836216,-80.273399,ch4,mfa,5.0,93.774303313773,285.0,1991.0,0.3835459663833592,0.0616376154123873,93.87662038201972,18.220844852655,250.0,82.0,1535.7382543945314,0.0286288297338021,285.0,370.0,0.0700905134244966,0.0464100225090485,False,0.0457455336879196,5.668798413659961,2021-05-13 15:21:29+00:00,hrrr,2.8125,0.2899979584720705,8.011891312803613,7.986489565054565,3331.4555124629883,582.0695081308576
31,GAO20210513t152129p0000-7,GAO20210513t152129p0000,39.841024,-80.269698,ch4,mfa,5.0,16.782038929179055,260.0,548.0,0.1518419559425381,0.056178329362573,18.104901182578832,6.518033471696649,475.0,88.0,1018.2493579101562,0.0937075334048742,185.0,260.0,0.0728891760736188,0.0540034171624056,False,0.0457455336879196,1.730317342692082,2021-05-13 15:21:29+00:00,hrrr,2.680989583333333,0.3370120190226333,9.673370426965857,8.687617162762786,875.5291762292147,532.7102916010595
32,GAO20210513t152129p0000-8,GAO20210513t152129p0000,39.8386,-80.2588,ch4,mfa,5.0,19.306006324533733,285.0,954.0,0.086936685488383,0.0215643085465999,17.32078621126454,8.16236018685052,525.0,89.0,819.2508563232423,0.0597484276729559,275.0,360.0,0.0190562154927904,0.012775350891222,False,0.0457455336879196,2.074257354808516,2021-05-13 15:21:29+00:00,hrrr,2.680989583333333,0.3370120190226333,9.673370426965857,8.687617162762786,677.5750060604823,149.86005972346703
33,GAO20210513t152129p0000-9,GAO20210513t152129p0000,39.8154,-80.2837,ch4,mfa,5.0,3.4097238182558325,125.0,163.0,0.0324636648072601,0.0058135814462716,3.40746404607892,0.1736552204803958,25.0,63.0,866.5821203613281,0.1509002929601085,110.0,125.0,0.0058743894883992,0.0009034915315803,False,0.0457455336879196,0.0873180357687917,2021-05-13 15:21:29+00:00,hrrr,2.8125,0.2899979584720705,8.011891312803613,7.986489565054565,313.84957872582095,33.62926231354786
34,GAO20210513t153658p0000-4,GAO20210513t153658p0000,39.954369,-80.248318,ch4,mfa,5.0,44.19634390509468,285.0,1010.0,0.319822248544917,0.1638209026752004,43.42691464954143,4.889460735629088,600.0,90.0,724.3425537109374,0.0564356435643564,285.0,350.0,0.2063570108747999,0.1456290397741887,False,0.0428843963779236,1.0947006198503262,2021-05-13 15:36:58+00:00,hrrr,2.634114583333333,0.2184785642334595,16.08320095005311,10.36511911536117,1470.5461138158971,1386.3487146487591
35,GAO20210513t153658p0000-5,GAO20210513t153658p0000,39.8386,-80.2587,ch4,mfa,5.0,27.62422779563903,285.0,1045.0,0.1377239502800708,0.0189070340244459,27.626653275412963,1.4688514059861444,300.0,84.0,781.2120239257813,0.0545454545454545,220.0,315.0,0.0129909046177161,0.0083267164910104,False,0.0428843963779236,0.600135713500541,2021-05-13 15:36:58+00:00,hrrr,2.759114583333333,0.239846789588955,4.28249697763779,4.613149182338768,1247.21034159714,136.36408297000767
36,GAO20210513t153658p0000-6,GAO20210513t153658p0000,39.833708,-80.246692,ch4,mfa,5.0,17.147285622389653,285.0,625.0,0.0971584475766021,0.038124499327902,16.915819959436273,2.7218690469999878,500.0,89.0,789.1685870361329,0.0912,285.0,325.0,0.0442543451214099,0.0315382105058227,False,0.0428843963779236,0.750950788222526,2021-05-13 15:36:58+00:00,hrrr,2.943359375,0.259175100240427,2.3722844636909013,4.156288572334245,637.523670220589,338.8640135055357
37,GAO20210513t153658p0000-7,GAO20210513t153658p0000,39.827366,-80.236207,ch4,mfa,5.0,39.74974537099684,285.0,1189.0,0.2288872352355881,0.0712155502841492,39.50945893698666,6.222900957458908,150.0,76.0,916.8899072265624,0.0479394449116905,255.0,310.0,0.0883085991859516,0.0633109890395397,False,0.0428843963779236,1.6279279222521068,2021-05-13 15:36:58+00:00,hrrr,2.943359375,0.259175100240427,2.3722844636909013,4.156288572334245,1651.7334450576905,686.4342662586141
38,GAO20210513t153658p0000-8,GAO20210513t153658p0000,39.79211,-80.244756,ch4,mfa,5.0,10.413628917661391,285.0,511.0,0.0737316665474613,0.0191988888492542,10.608519421871524,2.924137938022964,500.0,89.0,909.7205969238282,0.111545988258317,220.0,305.0,0.0295434388776663,0.0238800433477041,False,0.0428843963779236,1.1384694971226428,2021-05-13 15:36:58+00:00,hrrr,3.0078125,0.2562541682206725,1.7339772421436257,3.777589311682473,512.5457982911468,262.2372953644799
39,GAO20210513t160410p0000-A,GAO20210513t160410p0000,39.79567029,-80.17358329,ch4,mfa,5.0,4.064485548956734,145.0,294.0,0.0551920763292794,0.0089063697141332,4.005954504415987,0.86586412381162,450.0,88.0,491.8751220703124,0.0986394557823129,90.0,145.0,0.0112479348157307,0.0086806647827042,False,0.0315417234828982,0.2063384729087169,2021-05-13 16:04:10+00:00,hrrr,3.0201822916666665,0.3309431210013401,4.207859275563526,2.601547289409792,491.0194911877679,108.6410085180377
40,GAO20210514t132657p0000-1,GAO20210514t132657p0000,39.8782,-80.1707,ch4,mfa,5.0,4.906852682628631,100.0,126.0,0.0836498826369127,0.0212398705953276,6.54558103493081,2.8679777673168694,275.0,83.0,530.9932684326172,0.1565324041533017,85.0,100.0,0.0294494466040945,0.0230283623956425,False,0.0611317471521774,0.1251425276750018,2021-05-14 13:26:57+00:00,hrrr,0.7242024739583334,0.3812471073506444,254.76466087820248,42.77411190058951,150.50349961872303,99.4084730195568
41,GAO20210514t132657p0000-2,GAO20210514t132657p0000,39.8295,-80.1666,ch4,mfa,5.0,10.562362329156056,165.0,304.0,0.1207192377307089,0.0197085610594584,10.522014770945889,0.6437450652678581,75.0,69.0,693.9556176757811,0.1074001823507533,105.0,165.0,0.0248756088552724,0.0170306595797148,False,0.0611317471521774,0.3899691974003492,2021-05-14 13:26:57+00:00,hrrr,0.7425130208333334,0.3971471565887702,195.4184991309354,61.19475667690595,268.8922820625554,150.85495490579186
42,GAO20210515t132309p0000-1,GAO20210515t132309p0000,39.97227,-80.415448,ch4,mfa,5.0,45.80495359743389,220.0,567.0,0.3080990086723541,0.0798790523109337,50.16496172602366,35.69725143402412,100.0,72.0,2938.447041015625,0.0774810675008423,160.0,220.0,0.0815548709276541,0.0166268377948615,False,0.0701533202930616,4.807706849753207,2021-05-15 13:23:09+00:00,hrrr,1.0071614583333333,0.2701360088370288,167.65629342439706,74.13624177798616,1037.9921369418491,284.85751942916306
43,GAO20210515t132309p0000-2,GAO20210515t132309p0000,39.860717,-80.422931,ch4,mfa,5.0,90.78318455672944,285.0,1711.0,0.4276918291170887,0.0855561665196398,91.40114968524222,21.08838234534107,250.0,82.0,2376.5292187500004,0.0333138515488018,250.0,440.0,0.1045256702507927,0.0595868640904155,False,0.0701533202930616,14.620644336908692,2021-05-15 13:23:09+00:00,hrrr,0.8015950520833334,0.2164499372629123,119.30099261712924,89.94531910203769,1047.9074623638105,331.1103796859667
44,GAO20210515t132309p0000-A,GAO20210515t132309p0000,39.85927276,-80.40039288,ch4,mfa,5.0,52.74705362736293,285.0,1249.0,0.2212477354612307,0.0577352806650015,52.85674517862155,9.215438850303192,350.0,86.0,1374.879987792969,0.0456365092073658,285.0,320.0,0.056131148401074,0.0283254596446263,False,0.0701533202930616,2.7583024955623343,2021-05-15 13:23:09+00:00,hrrr,0.9562174479166666,0.2498245683370574,131.0250750003135,87.29285267540563,637.1071958485961,192.9096938083824
45,GAO20210515t132309p0000-B,GAO20210515t132309p0000,39.89792637,-80.43236256,ch4,mfa,5.0,57.48370889452797,285.0,1599.0,0.1901005053178676,0.0471903297423112,57.76163944828741,9.68859204338933,125.0,74.0,1615.2623608398435,0.0356472795497185,285.0,320.0,0.0495725723744193,0.0136384193209366,False,0.0701533202930616,3.1764800978620515,2021-05-15 13:23:09+00:00,hrrr,0.8919270833333334,0.2064432234484469,128.73976545852665,89.11358132988434,647.6371808018365,156.16627712602786
46,GAO20210515t133138p0000-1,GAO20210515t133138p0000,40.0963,-80.3971,ch4,mfa,5.0,6.290903090645924,155.0,247.0,0.0500902169269325,0.0050892770399338,6.491338328376598,1.725068449653219,200.0,80.0,605.1435180664067,0.1247200145809665,140.0,155.0,0.0063769928752885,0.0044476914869659,False,0.0638193922760702,0.377330621028676,2021-05-15 13:31:38+00:00,hrrr,1.4820963541666667,0.170016012995899,155.2632361679534,37.91305882888072,239.7529166158836,36.32573938133662
47,GAO20210515t133138p0000-2,GAO20210515t133138p0000,40.114201,-80.382473,ch4,mfa,5.0,11.15278967915671,220.0,541.0,0.0778602767652202,0.0195530863643196,12.54822556153665,2.578195946388719,400.0,87.0,617.3468035888671,0.0795039303793218,175.0,220.0,0.0221234377315032,0.0122034438392877,False,0.0638193922760702,0.4656453478804528,2021-05-15 13:31:38+00:00,hrrr,1.6103515625,0.1612718386979923,155.08605335959848,37.01003926047423,369.4610527418856,79.83803797762074
48,GAO20210515t133138p0000-4,GAO20210515t133138p0000,39.85931,-80.400195,ch4,mfa,5.0,58.047530889004285,275.0,887.0,0.4747617734419228,0.1533175445734349,58.19212618304623,7.214002042539196,550.0,89.0,861.459594116211,0.0618014433987181,205.0,275.0,0.2234607845400684,0.1722803376717906,False,0.0638193922760702,2.52351609918668,2021-05-15 13:31:38+00:00,hrrr,0.877197265625,0.3598392639013032,151.57910293527013,66.83072404782362,894.1896943396205,656.1518871066031
49,GAO20210515t134113p0000-1,GAO20210515t134113p0000,40.114215,-80.38264,ch4,mfa,5.0,6.118579125182286,225.0,341.0,0.0494946846106447,0.014657842489044,6.267522396960887,0.8882982203132729,375.0,86.0,310.08931945800754,0.1319648093841642,185.0,225.0,0.0198466757498784,0.014759642720424,False,0.062559232768061,0.2413983290609799,2021-05-15 13:41:13+00:00,hrrr,1.6103515625,0.1612718386979923,155.08605335959848,37.01003926047423,191.73528884465856,87.69362749632994
50,GAO20210515t134113p0000-2,GAO20210515t134113p0000,39.9643,-80.3631,ch4,mfa,5.0,73.55699794468471,285.0,1716.0,0.2296737909131993,0.0237574923128724,73.03758335323877,9.898062615300631,875.0,91.0,1264.9112866210949,0.0332167832167832,285.0,305.0,0.0380472516647802,0.0301600881268535,False,0.062559232768061,0.7632997783212436,2021-05-15 13:41:13+00:00,hrrr,1.3138020833333333,0.2194135984908204,150.58560837280925,25.467190505837923,1220.707416549126,248.8168207616849
51,GAO20210515t134113p0000-3,GAO20210515t134113p0000,39.745543,-80.36067,ch4,mfa,5.0,29.94855255748885,235.0,826.0,0.1813964192133372,0.0462517645321124,29.521982501791346,4.105036424831781,125.0,74.0,1431.6316650390625,0.0558083804920877,155.0,235.0,0.0486461921320576,0.0148258181043303,False,0.062559232768061,1.5823901972598484,2021-05-15 13:41:13+00:00,hrrr,0.81201171875,0.0910728525714691,146.46943342050778,30.983899851588056,564.8185309071769,76.7549803282008
52,GAO20210515t135117p0000-1,GAO20210515t135117p0000,40.035,-80.3271,ch4,mfa,5.0,120.86564489974973,285.0,1845.0,0.439020769586227,0.0865868417833737,120.38493946782953,10.108081666747513,175.0,78.0,1906.6293847656248,0.0308943089430894,285.0,355.0,0.0867674464037179,0.0098906577930598,False,0.0625408680204967,4.37788820044199,2021-05-15 13:51:17+00:00,hrrr,1.4391276041666667,0.1472858571332632,149.08684239887734,22.93722053904625,2197.1505596290854,230.629467693082
53,GAO20210515t135117p0000-2,GAO20210515t135117p0000,39.9735,-80.3254,ch4,mfa,5.0,23.13642889235905,225.0,571.0,0.160627236507658,0.0543449285548859,23.496758639137127,2.0677652216336866,25.0,63.0,1197.4748486328124,0.0775339531389795,205.0,225.0,0.0404231820550628,0.0341379880524978,False,0.0625408680204967,0.5465196436273233,2021-05-15 13:51:17+00:00,hrrr,1.4501953125,0.2815177490709816,147.68789095975683,22.23819156530976,589.2118371691668,211.77045429980183
54,GAO20210515t135117p0000-A,GAO20210515t135117p0000,40.0301148,-80.32558814,ch4,mfa,5.0,1.559537400161198,50.0,32.0,0.0439175518755042,0.0107336316422734,1.6900000907779418,0.5542120899691007,200.0,80.0,740.9586059570313,0.2964635306407855,40.0,50.0,0.011406033075321,0.0035860124598754,False,0.0625408680204967,0.0996122345263831,2021-05-15 13:51:17+00:00,hrrr,1.4391276041666667,0.1472858571332632,149.08684239887734,22.93722053904625,201.99359900720677,27.79442582193389
